N;FROMYEAR;STA_FROMDATETIME;VESS_SIGNAL;VESS_NAME;VESS_DISTRICT;TYPE;STA_SAMPTYPE_CODENOID;SAMPTYPE_NAMEENG;STA_SUBDIV_SUBDIV;SUBNAMN;STA_ICESRECT_RUTA;LATSTART_DEG;LONGSTART_DEG;LATSTOP_DEG;LONGSTOP_DEG;STA_DURATION;STA_SPEED;STA_DIST;STA_COURSE;STA_BOTSTART;STA_BOTSTOP;STA_BOTMAX;STA_BOTAVG;GEARMOD_REDSKAP_REDSKKOD;REDSKENG;GEARMOD_NAMEENG;STA_SELECTIONDEVICE;STA_SELECTIONDEVICEMESH;STA_HEADROPEDEPTHMAX;STA_HEADROPEDEPTHMIN;STA_FOOTROPEDEPTH;TOTD_NAMEENG;TOTD_AREA;STA_SWEEPLENGTH;STA_STROPLENGTHDOORFLOATS;STAVALCODE_DESCENG;index;Lat1;Lon1;LATDD;LONGDD;Size.final..m.;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;sweep both sides (foot);Swept.area;RSA;RS
60;1996;1996-11-25 11:40;SEPI;ARGOS;;Research vessel;6;BITS;23;Sub-23 (Öresund);4057;55 57,899;12 41,199;55 56,700;12 41,500;20;3.7;1.3;170;;;;30;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;100;;Valid;SEPI.1996.207;5557.899;1241.199;55.965;12.687;68.71373702;225.4387698;16.949928;83;51.76380902;169.8287698;656.167979;0.383422653;1.18;0.8
61;1995;1995-12-12 07:13;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 40,509;14 28,959;55 39,569;14 31,359;30;3.5;1.7;126;;;;52;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;203;18;Valid;SEPI.1995.267;5540.509;1428.959;55.675;14.483;122.0304603;400.3624026;16.949928;83;105.0805323;344.7524026;1332.020997;0.680929969;0.67;0.9
62;2007;2007-02-28 14:47;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 41,970;14 22,220;55 43,150;14 20,620;30;3;1.5;323;38;34;;36;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2007.196;5541.97;1422.22;55.7;14.37;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
63;2005;2005-03-15 14:45;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 42,150;14 22,210;55 42,500;14 24,830;30;3.1;1.52;77;38;40;;39;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2005.240;5542.15;1422.21;55.703;14.37;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
64;2001;2001-11-29 09:14;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4060;55 35,970;15 16,859;55 35,620;15 14,250;30;3;1.54;256;74;75;;74;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2001.623;5535.97;1516.859;55.6;15.281;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
65;2009;2009-10-27 07:44;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4062;55 52,200;17 39,800;55 50,800;17 41,760;31;3.5;1.8;142;59;60;;59;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2009.673;5552.2;1739.8;55.87;17.663;0;0;0;;0;0;;0;;0.9
66;2000;2000-11-20 11:41;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4062;55 56,169;17 03,560;55 55,720;17 06,520;30;3.5;1.73;104;46;48;;47;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;100;;Valid;SEPI.2000.594;5556.169;1703.56;55.936;17.059;84.43836902;277.0287698;32.67456;160;51.76380902;169.8287698;656.167979;0.471166099;0.96;0.9
67;1985;1985-10-16 01:50;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);4064;55 52,300;19 13,700;55 52,800;19 14,600;20;4.2;1.4;999;;;;74;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;;;Valid;SEPI.1985.194;5552.3;1913.7;55.872;19.228;0;0;0;;0;0;;0;;0.7
68;2007;2007-03-02 06:29;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4161;56 26,840;16 46,430;56 25,480;16 45,320;30;3;1.49;204;63;63;;63;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2007.199;5626.84;1646.43;56.447;16.774;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
69;2002;2002-11-20 13:08;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4261;56 32,550;16 50,400;56 33,970;16 50,910;30;2.9;1.47;11;66;64;;65;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2002.571;5632.55;1650.4;56.543;16.84;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
70;2010;2010-02-22 12:19;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4361;57 21,951;16 54,704;57 23,206;16 53,203;30;3;1.53;327;43;43;;43;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2010.201;5721.951;1654.704;57.366;16.912;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
71;2002;2002-11-18 07:20;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4361;57 22,030;16 54,620;57 23,240;16 53,290;30;3;1.5;329;45;44;;44;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2002.558;5722.03;1654.62;57.367;16.91;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
72;1999;1999-10-11 17:20;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 22,319;17 29,319;57 21,729;17 26,489;30;3.4;1.6;249;80;65;;72;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;108;;Valid;SEPI.1999.552;5722.319;1729.319;57.372;17.489;0;0;0;;0;0;;0;;0.9
73;2006;2006-11-21 07:50;SEPI;ARGOS;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4364;57 16,400;19 06,700;57 17,800;19 07,800;30;3;1.5;23;85;88;;86;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;;;;;No oxygen;SEPI.2006.672;5716.4;1906.7;57.273;19.112;42.476928;139.36;42.476928;208;0;0;0;0.237021258;1.91;1
74;1990;1990-10-17 14:34;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4364;57 19,069;19 08,609;57 20,950;19 09,969;32;3.8;2.02;22;;;;87;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;108;;Valid;SEPI.1990.221;5719.069;1908.609;57.318;19.143;0;0;0;;0;0;;0;;0.8
75;1986;1986-10-22 10:00;Y4RB;EISBÄR;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4365;57 08,000;20 21,000;;;30;4;2;;;;;198;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;;;;;;;;Valid;Y4RB.1986.388;5708;2021;57.133;20.35;0;0;0;;0;0;;0;;0.8
76;1994;1994-10-17 11:44;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4462;57 44,799;17 28,500;57 43,600;17 33,199;45;3.7;2.8;117;;;;154;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;96;84;;;;108;;Valid;SEPI.1994.237;5744.799;1728.5;57.747;17.475;0;0;0;;0;0;;0;;0.8
77;2007;2007-11-20 12:51;SEPI;ARGOS;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 31,074;19 16,443;57 30,709;19 15,913;10;;0.47;;60;63;;63;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;;;;;Invalid;SEPI.2007.683;5731.074;1916.443;57.518;19.274;42.476928;139.36;42.476928;208;0;0;0;0.237021258;1.91;
78;1981;1981-10-21 14:35;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 48,600;19 36,000;57 46,500;19 35,500;60;3;3;999;;;;91;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;;;Valid;SEPI.1981.139;5748.6;1936;57.81;19.6;0;0;0;;0;0;;0;;1
79;2014;2014-10-09 09:43;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4564;58 25,807;19 52,570;58 29,341;19 51,785;62;3.4;3.57;353;122;131;132;122;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;108;;Valid;OXBH.2014.63;5825.807;1952.57;58.43;19.876;0;0;0;;0;0;;0;;0.9
80;2010;2010-10-12 11:34;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4663;58 49,216;18 51,094;58 50,728;18 54,150;39;3.5;2.2;46;96;110;;122;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2010.596;5849.216;1851.094;58.82;18.852;0;0;0;;0;0;;0;;0.9
81;2006;2006-10-03 17:50;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;29N;Sub-29N (Skärgårdshavet, N 59.30);4864;59 53,540;19 27,540;59 53,810;19 31,190;30;3.6;1.8;82;63;58;;59;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2006.534;5953.54;1927.54;59.892;19.459;0;0;0;;0;0;;0;;0.8
82;2011;2011-10-02 09:06;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5064;60 52,600;19 24,110;60 55,600;19 28,150;60;3.8;3.8;33;109;116;;112;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;;;Valid;OXBH.2011.733;6052.6;1924.11;60.877;19.402;0;0;0;;0;0;;0;;0.8
83;2011;2011-09-30 21:14;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5164;61 21,150;19 06,190;61 18,500;19 05,870;45;3.6;2.8;183;80;74;;77;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;;;Valid;OXBH.2011.725;6121.15;1906.19;61.353;19.103;0;0;0;;0;0;;0;;0.8
84;1991;1991-03-23 10:55;SEPI;ARGOS;;Research vessel;6;BITS;24;Sub-24 (Östersjön-Västra);3858;54 54,720;13 18,959;54 57,540;13 15,900;60;2.6;2.6;335;;;;47;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;185;;Valid;SEPI.1991.101;5454.72;1318.959;54.912;13.316;112.7129747;369.793224;16.949928;83;95.76304669;314.183224;1213.910761;0.628938399;0.72;1.2
85;2000;2000-03-07 12:24;SEPI;ARGOS;;Research vessel;6;BITS;24;Sub-24 (Östersjön-Västra);3858;54 57,600;13 15,800;54 55,899;13 15,500;30;3.5;1.76;185;47;47;;47;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;100;;Valid;SEPI.2000.219;5457.6;1315.8;54.96;13.263;84.43836902;277.0287698;32.67456;160;51.76380902;169.8287698;656.167979;0.471166099;0.96;0.9
86;1990;1990-10-03 14:40;Y4RA;ERNST HAECKEL;;Research vessel;2;Acoustics (BIAS, Hersur) ;24;Sub-24 (Östersjön-Västra);3958;55 06,000;13 36,000;;;30;4.3;2.15;;;;;44;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;15;10;;;;;;Valid;Y4RA.1990.144;5506;1336;55.1;13.6;0;0;0;;0;0;;0;;0.7
87;1996;1996-02-29 06:18;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);3960;55 28,799;15 59,000;55 27,600;15 57,099;30;3.2;1.6;223;;;;85;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;203;18;Valid;SEPI.1996.65;5528.799;1559;55.48;15.983;122.0304603;400.3624026;16.949928;83;105.0805323;344.7524026;1332.020997;0.680929969;0.67;0.9
88;1985;1985-10-07 11:05;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3961;55 06,000;16 22,800;55 06,600;16 26,300;30;3.9;1.9;100;64;56;;60;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;40;20;;;;;;Valid;SEPI.1985.169;5506;1622.8;55.1;16.38;0;0;0;;0;0;;0;;0.8
89;1986;1986-10-09 06:15;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3961;55 24,500;16 35,599;55 20,200;16 29,699;60;4.1;2;999;;;;59;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;108;;Valid;SEPI.1986.209;5524.5;1635.599;55.408;16.593;0;0;0;;0;0;;0;;0.7
90;1989;1989-08-09 07:30;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 35,799;14 35,199;55 34,799;14 40,199;60;3.1;3.1;135;;;;70;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;185;;Valid;SEPI.1989.159;5535.799;1435.199;55.597;14.587;112.7129747;369.793224;16.949928;83;95.76304669;314.183224;1213.910761;0.628938399;0.72;1
91;2014;2014-02-23 11:43;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 42,150;14 22,250;55 42,500;14 24,830;30;3;1.51;76;36;38;;37.5;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2014.85;5542.15;1422.25;55.703;14.371;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
92;1992;1992-10-01 22:22;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4059;55 49,410;14 48,489;55 49,620;14 50,260;20;3.4;1.1;999;;;;43;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;109;14;Valid;SEPI.1992.193;5549.41;1448.489;55.824;14.808;0;0;0;;0;0;;0;;0.9
93;2008;2008-10-28 08:07;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4059;55 35,519;14 40,565;55 35,519;14 37,465;30;3.5;1.8;271;73;68;;70;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2008.659;5535.519;1440.565;55.592;14.676;0;0;0;;0;0;;0;;0.9
94;1991;1991-08-15 11:35;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4060;55 47,740;15 56,969;55 47,770;15 51,640;60;3.3;3.3;90;;;;61;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;185;;Valid;SEPI.1991.156;5547.74;1556.969;55.796;15.949;112.7129747;369.793224;16.949928;83;95.76304669;314.183224;1213.910761;0.628938399;0.72;0.9
95;2000;2000-03-09 08:06;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4061;55 34,899;16 26,000;55 35,299;16 23,000;30;3.6;1.8;281;69;69;;69;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;100;;Valid;SEPI.2000.229;5534.899;1626;55.582;16.433;84.43836902;277.0287698;32.67456;160;51.76380902;169.8287698;656.167979;0.471166099;0.96;0.8
96;2010;2010-10-26 07:31;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4161;56 20,176;16 54,451;56 22,850;16 53,600;51;3.3;2.8;136;60;62;;58;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2010.631;5620.176;1654.451;56.336;16.908;0;0;0;;0;0;;0;;0.9
97;2011;2011-10-17 10:51;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4161;56 00,160;16 10,000;56 00,560;16 14,590;34;3.6;1.9;76;46;46;;46;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;;;Valid;OXBH.2011.777;5600.16;1610;56.003;16.167;0;0;0;;0;0;;0;;0.8
98;2012;2012-10-18 00:29;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4162;56 04,920;17 45,770;56 04,890;17 41,840;39;3.4;2.3;270;65;64;;64.2;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;DAN greens flyt;6;104;15;Valid;OXBH.2012.103;5604.92;1745.77;56.082;17.763;0;0;0;;0;0;;0;;0.9
99;2007;2007-11-22 10:54;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4262;56 57,741;17 11,207;56 56,311;17 10,510;30;3;1.48;195;73;74;;73;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2007.691;5657.741;1711.207;56.962;17.187;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
100;1998;1998-10-06 08:42;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4264;56 50,600;19 52,300;56 48,299;19 52,300;40;3.5;2.3;180;;;;164;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;;;108;;Valid;SEPI.1998.585;5650.6;1952.3;56.843;19.872;0;0;0;;0;0;;0;;0.9
101;2009;2009-11-19 13:30;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 02,430;17 52,420;57 03,930;17 52,070;30;3;1.5;353;87;85;;86;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;;;;;No oxygen;SEPI.2009.730;5702.43;1752.42;57.041;17.874;42.476928;139.36;42.476928;208;0;0;0;0.237021258;1.91;1
102;2004;2004-03-08 10:20;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 07,720;17 17,360;57 06,200;17 17,110;30;3.1;1.55;185;71;73;;72;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2004.250;5707.72;1717.36;57.129;17.289;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
103;2004;2004-03-04 15:30;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 29,800;17 43,380;57 28,320;17 43,850;30;3;1.5;170;108;104;;106;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;;;;;No oxygen;SEPI.2004.243;5729.8;1743.38;57.497;17.723;42.476928;139.36;42.476928;208;0;0;0;0.237021258;1.91;1
104;2002;2002-11-18 12:25;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 28,280;17 04,790;57 27,010;17 06,110;30;3;1.5;151;65;61;;63;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2002.560;5728.28;1704.79;57.471;17.08;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
105;2002;2002-11-18 09:29;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 25,170;17 01,190;57 26,510;17 00,060;30;3;1.5;335;55;55;;55;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2002.559;5725.17;1701.19;57.42;17.02;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
106;2001;2001-10-16 06:33;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4363;57 04,779;18 53,890;57 03,410;18 52,170;30;3.3;1.7;214;86;87;;86;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2001.539;5704.779;1853.89;57.08;18.898;0;0;0;;0;0;;0;;0.9
107;1986;1986-10-21 09:45;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4363;57 00,000;18 51,000;57 00,500;18 53,800;30;3.8;1.9;80;88;105;;96;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;73;61;;;;108;;Valid;SEPI.1986.228;5700;1851;57;18.85;0;0;0;;0;0;;0;;0.8
108;1995;1995-03-09 07:23;SEPI;ARGOS;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4365;57 14,500;20 44,099;57 12,799;20 43,800;30;3.4;1.7;187;;;;71;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;DAN greens botten;7;90;40;Valid;SEPI.1995.85;5714.5;2044.099;57.242;20.735;79.26198812;260.0458928;32.67456;160;46.58742812;152.8458928;590.5511811;0.442281894;1.03;0.9
109;2011;2011-10-18 22:18;SIKW;MIMER;;Research vessel;18;Planfish;27;Sub-27 (Östersjön-Väster om Gotland);4462;57 36,950;17 07,140;57 38,950;17 03,150;40;3.3;2.2;315;86;66;;76;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;;;;;;150;;Valid;SIKW.2011.3;5736.95;1707.14;57.616;17.119;0;0;0;;0;0;;0;;0.9
110;1995;1995-03-10 13:56;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4463;57 46,299;18 10,000;57 44,600;18 09,900;30;3.5;1.8;185;;;;102;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;DAN greens botten;7;90;40;Valid;SEPI.1995.92;5746.299;1810;57.772;18.167;79.26198812;260.0458928;32.67456;160;46.58742812;152.8458928;590.5511811;0.442281894;1.03;0.9
111;1987;1987-10-24 15:00;Y4RB;EISBÄR;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4465;57 39,000;20 45,000;;;30;3.9;1.95;;64;139;;101;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;50;40;;;;;;Valid;Y4RB.1987.409;5739;2045;57.65;20.75;0;0;0;;0;0;;0;;0.8
112;2004;2004-09-30 11:00;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4563;58 16,870;18 39,890;58 15,180;18 36,380;45;3.3;2.5;228;115;102;;109;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2004.611;5816.87;1839.89;58.281;18.665;0;0;0;;0;0;;0;;0.9
113;1992;1992-10-15 16:29;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4663;58 45,379;18 29,599;58 46,870;18 31,560;30;3.6;1.8;50;;;;289;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;46;35;;;;109;;Valid;SEPI.1992.212;5845.379;1829.599;58.756;18.493;0;0;0;;0;0;;0;;0.8
114;2005;2005-10-05 11:20;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4664;58 57,370;19 41,930;58 56,030;19 40,550;30;3.3;1.7;109;104;113;;108;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2005.518;5857.37;1941.93;58.956;19.699;0;0;0;;0;0;;0;;0.9
115;2002;2002-10-16 12:59;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4665;58 38,470;20 45,420;58 40,080;20 44,850;30;3.2;1.7;343;79;88;;83;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2002.524;5838.47;2045.42;58.641;20.757;0;0;0;;0;0;;0;;0.9
116;1988;1988-11-01 05:05;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4665;58 38,100;20 17,300;58 39,299;20 16,599;20;3.6;1.2;270;;;;131;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;108;;Valid;SEPI.1988.271;5838.1;2017.3;58.635;20.288;0;0;0;;0;0;;0;;0.8
