Fartyg;drag;datum;år;mån;årstid;tråltid;sattlat;sattlong;X;Y;Positionsbestämning;område;fångstplats;fiskeområden;bottendjup;tråldjup;check;djupintervall;varp;tråltyp;type;redskap;redskapstyp;satt.kl;halat.kl;bottentyp;distans;halat.lat;halat.long;id;ruta;anm;Hour;IDX_SSB;Field;LATDD;LONGDD;Depth;Size.final..m.;Year;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;Swep.both.side..foot.;Swept.area;RSA;comments;speed;RS
Eystrasalt;12;1963-08-26;1963;8;2;20;6535.5;2345;7299655.224;1865528.35;Uppmätt;?;Kalix skärgård;NA;40;40;TRUE;31-90;200;Bottentrål. Dimension: 50 fot. Maskstorlek: 13,5mm. Svep: 35 famn.;dem;Fisktrål;Fisktrål;10.50;11.10;Lera;;;;;?;Ofullständigt mätt fiskfångst.;0.333333333;Eystrasalt,1963,12;,;65.592;23.75;40;42.47601038;1963;139.3569894;10.2108;50;32.26521038;105.8569894;409;0.237016138;1.91;Bottentrål. Dimension: 50 fot. Maskstorlek: Eys silltrål. Svep: 35 famn.;2.7;1.11
Thetis;71;1963-09-09;1963;9;2;60;5513;1335.5;6122958.089;1358944.898;Uppmätt;24;S Abbeskås, Y 17;NA;43;;FALSE;;250;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;950;1050;lera ;3.2;;;1963Thetis71;3958;;1;Thetis,1963,71;,;55.217;13.592;43;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;3.2;0.94
Thetis;72;1963-09-09;1963;9;2;90;5513;1343;6122712.391;1366898.062;Uppmätt;24;S Abbeskås, Y 17;NA;43-44;;FALSE;43-44;250;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;1200;1330;lera ;4.7;;;1963Thetis72;3958;;1.5;Thetis,1963,72;,;55.217;13.717;43.5;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;3.1;0.96
Thetis;73;1963-09-09;1963;9;2;4;5514.3;1337.2;6125312.353;1360823.277;Uppmätt;24;S Abbeskås, Y 17;NA;40;;FALSE;;250;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;1446;1450;lera ;;;;1963Thetis73;3958;;0.066666667;Thetis,1963,73;,;55.238;13.62;40;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;3.2;0.94
Thetis;74;1963-09-10;1963;9;2;80;5457.9;1314.5;6095718.034;1335647.905;Uppmätt;24;SSE Trelleborg, Y 15;NA;46-47;;FALSE;46-47;250;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;1114;1234;lera ;4.2;;;1963Thetis74;3858;;1.333333333;Thetis,1963,74;,;54.965;13.242;46.5;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;3.2;0.95
Thetis;75;1963-09-11;1963;9;2;120;5500.2;1404.9;6098333.611;1389535.457;Uppmätt;24;W Rönne, Y 18;NA;47-48;;FALSE;47-48;300;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;729;929;lera ;6;;;1963Thetis75;3959;;2;Thetis,1963,75;,;55.003;14.082;47.5;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;3.0;1.00
Thetis;76;1963-09-11;1963;9;2;120;5501.4;1354.8;6100838.291;1378827.499;Uppmätt;24;W Rönne, Y 18;NA;47-46;;FALSE;46-47;300;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;1005;1207;lera ;6.4;;;1963Thetis76;3958;;2;Thetis,1963,76;,;55.023;13.913;46.5;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;3.2;0.94
Thetis;78;1963-09-13;1963;9;2;120;5451.01;1512.7;6080065.664;1461683.026;Uppmätt;25S;SSE Dueodde, N 1;NA;67-72;;FALSE;67-72;350;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;624;824;lera ;6;;;1963Thetis78;3860;;2;Thetis,1963,78;,;54.85;15.212;69.5;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;3.0;1.00
Thetis;79;1963-09-13;1963;9;2;120;5450.6;1522.7;6079245.212;1472382.455;Uppmätt;25S;SSE Dueodde, N 1;NA;72-75;;FALSE;72-75;400;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;905;1105;lera ;5.8;;;1963Thetis79;3860;;2;Thetis,1963,79;,;54.843;15.378;73.5;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;2.9;1.03
Thetis;84;1963-09-18;1963;9;2;120;5511.2;1348.1;6119214.748;1372210.285;Uppmätt;24;S Ystad-Abbeskås, Y 17;NA;44-43;;FALSE;43-44;250;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;1048;1248;;6.2;;;1963Thetis84;3958;;2;Thetis,1963,84;,;55.187;13.802;43.5;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;3.1;0.97
Thetis;85;1963-09-19;1963;9;2;120;5513;1312.8;6123788.661;1334874.802;Uppmätt;24;S Trelleborg;NA;40-42;;FALSE;40-42;250;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;837;1037;lera-sand;5.9;;;1963Thetis85;3958;;2;Thetis,1963,85;,;55.217;13.213;41;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;3.0;1.02
Thetis;86;1963-09-19;1963;9;2;120;5510.5;1321;6118836.947;1343406.009;Uppmätt;24;S Trelleborg;NA;42-40;;FALSE;40-42;250;fisktrål, 70 fot, sksillstrut, 90 m svep;dem;;;1114;1314;lera-sand;6.4;;;1963Thetis86;3958;;2;Thetis,1963,86;,;55.175;13.35;41;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;ok;3.2;0.94
Eystrasalt;13;1963-10-25;1963;10;2;50;6044.5;1815;6738477.507;1633149.485;Uppmätt;?;Västra Banken;NA;55;55;TRUE;31-90;300;Silltrål. Dimension: 50 fot. Maskstorlek: i struten 13,5mm. Svep: 35 famn.;dem;Fisktrål;Fisktrål;13.15;14.05;Lera, omväxlande med hårdare material;;;;;?;Ofullständigt mätt fiskfångst.;0.833333333;Eystrasalt,1963,13;,;60.742;18.25;55;42.47601038;1963;139.3569894;10.2108;50;32.26521038;105.8569894;409;0.237016138;1.91;ok;2.7;1.11
Eystrasalt;14;1963-10-25;1963;10;2;30;6039.15;1817.5;6728726.255;1635792.898;Uppmätt;?;WNW Argos grund;NA;54;54;TRUE;31-90;300;Silltrål. Dimension: 50 fot. Maskstorlek: i struten 13,5mm. Svep: 35 famn.;dem;Fisktrål;Fisktrål;10.15;10.45;Lera, omväxlande med hårdare material;;;;;?;Ofullständigt mätt fiskfångst.;0.5;Eystrasalt,1963,14;,;60.653;18.292;54;42.47601038;1963;139.3569894;10.2108;50;32.26521038;105.8569894;409;0.237016138;1.91;ok;2.7;1.11
Skagerak;3;1964-01-17;1964;1;1;120;5502;1353;6102003.598;1376940.04;Uppmätt;24;Station: Y 18;NA;48;48;TRUE;31-90;200;Fisktrål. Dimension: 70 fot. Maskstorlek: skarpsillstrut. Svep: 90 m;dem;Fisktrål;Fisktrål;07.20;09.20;;5.3;55.01;14.02;1964 Skagerak 3;3958;"Ofullständigt mätt skarpsill/fyrtömmad skärlånga -fångst. Noterat i protokoll: ""ca 1 kg skarpsill som slängdes av misstag"". Fyrtömmad skärlånga enbart angiven som antal.";2;Skagerak,1964,3;,;55.033;13.883;48;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;fisktrål, 70 fot, sksillstrut, 90 m svep;2.7;1.13
Skagerak;4;1964-01-17;1964;1;1;120;5501;1402.2;6099889.525;1386694.373;Uppmätt;24;Station: Y 18;NA;48;48;TRUE;31-90;200;Fisktrål. Dimension: 70 fot. Maskstorlek: skarpsillstrut. Svep: 90 m;dem;Fisktrål;Fisktrål;10.00;12.00;;5.6;55.01;13.52;1964 Skagerak 4;3959;;2;Skagerak,1964,4;,;55.017;14.037;48;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;fisktrål, 70 fot, sksillstrut, 90 m svep;2.8;1.07
Skagerak;5;1964-01-20;1964;1;1;120;5512.5;1311.4;6122916.882;1333355.555;Uppmätt;24;S. Trelleborg;NA;39;39;TRUE;31-90;200;Fisktrål. Dimension: 70 fot. Maskstorlek: skarpsillstrut. Svep: 90 m;dem;Fisktrål;Fisktrål;09.05;11.05;;5;55.114;13.195;1964 Skagerak 5;3958;Ofullständigt mätt sillfångst. Totalfångst sill var 8 lådor. Noterat i protokoll: Provlådan (sill) blev slängd av misstag.;2;Skagerak,1964,5;,;55.208;13.19;39;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;fisktrål, 70 fot, sksillstrut, 90 m svep;2.5;1.20
Skagerak;7;1964-01-21;1964;1;1;135;5451.2;1516;6080407.995;1465218.197;Uppmätt;25;N 1;NA;70;70;TRUE;31-90;300;Fisktrål. Dimension: 70 fot. Maskstorlek: skarpsillstrut. Svep: 90 m;dem;Fisktrål;Fisktrål;10.15;12.30;;5.2;54.5;15.23;1964 Skagerak 7;3860;;2.25;Skagerak,1964,7;,;54.853;15.267;70;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;fisktrål, 70 fot, sksillstrut, 90 m svep;2.3;1.30
Skagerak;8;1964-01-21;1964;1;1;120;5450;1523;6078130.187;1472696.879;Uppmätt;25;N 1;NA;70;70;TRUE;31-90;300;Fisktrål. Dimension: 70 fot. Maskstorlek: skarpsillstrut. Svep: 90 m;dem;Fisktrål;Fisktrål;13.00;15.00;;6;54.52;15.1;1964 Skagerak 8;3860;;2;Skagerak,1964,8;,;54.833;15.383;70;60.91795456;1963;199.8620557;14.29512;70;46.62283456;152.9620557;591;0.339922186;1.34;fisktrål, 70 fot, sksillstrut, 90 m svep;3.0;1.00
Thetis;23;1964-02-03;1964;2;1;29;5548.2;1550.5;6186024.859;1502093.535;Uppmätt;25C;SE UTKLIPPAN U 10;NA;57-60;;FALSE;57-60;400;;dem;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;;909;938;lera;1.8;5548.2;1554.2;1964Thetis23;4060;;0.483333333;Thetis,1964,23;,;55.803;15.842;58.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;new;3.7;0.81
Thetis;24;1964-02-03;1964;2;1;103;5549;1556;6187515.77;1507838.493;Uppmätt;25C;SE UTKLIPPAN U 10;NA;62-63;;FALSE;62-63;400;;dem;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;;1050;1233;lera;7;5549;1604.1;1964Thetis24;4060;;1.716666667;Thetis,1964,24;,;55.817;15.933;62.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;new;4.1;0.74
Thetis;25;1964-02-07;1964;2;1;140;5546.7;1533;6183271.429;1483795.232;Uppmätt;25C;"S Karlskrona ""Syden""";NA;62-67;;FALSE;62-67;400;;dem;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;;745;1005;;7.7;5542.6;1542.3;1964Thetis25;4060;;2.333333333;Thetis,1964,25;,;55.778;15.55;64.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;new;3.3;0.91
Thetis;26;1964-02-07;1964;2;1;156;5541.8;1542;6174155.075;1493192.269;Uppmätt;25C;S Karlskrona ;NA;67-74;;FALSE;67-74;450;;dem;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;;1059;1335;;9.6;5535.5;1540;1964Thetis26;4060;;2.6;Thetis,1964,26;,;55.697;15.7;70.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;new;3.7;0.81
Thetis;27;1964-02-07;1964;2;1;137;5535;1546.7;6161533.64;1498111.864;Uppmätt;25C;"S Karlskrona ""Syden""";NA;70-75;;FALSE;70-75;450;;dem;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;;1451;1708;;8;5539.1;1541;1964Thetis27;4060;;2.283333333;Thetis,1964,27;,;55.583;15.778;72.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;new;3.5;0.86
Thetis;29;1964-02-11;1964;2;1;185;5545.9;1652.6;6182273.779;1567054.001;Uppmätt;25E;SO Utklippan, U 10;NA;66-62;;FALSE;66-62;450;;dem;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;;735;1040;;13.5;5548.8;1615.5;1964Thetis29;4061;Obs! Ny codend , ej använd tidigare varför maskorna ej är sträckta.;3.083333333;Thetis,1964,29;,;55.765;16.877;64;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;new;4.4;0.69
Thetis;30;1964-02-11;1964;2;1;223;5548.8;1615.5;6187229.265;1528211.834;Uppmätt;25E;SO Utklippan;NA;62-69;;FALSE;62-69;450;;dem;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;;1117;1500;;13.5;5547.4;1553.2;1964Thetis30;4061;;3.716666667;Thetis,1964,30;,;55.813;16.258;65.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;new;3.6;0.83
Thetis;31;1964-02-12;1964;2;1;227;5546.5;1530.3;6182911.789;1480970.244;Uppmätt;25C;S Karlskrona;NA;63-67-65;;FALSE;63-67;450;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;805;1152;;13;5545.4;1531.5;1964Thetis31;4060;;3.783333333;Thetis,1964,31;,;55.775;15.505;65;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.4;0.87
Thetis;51;1964-04-02;1964;4;1;157;5551;1607;6191262.568;1519313.287;Uppmätt;25E;SE Utklippan U10;NA;58-62;;FALSE;58-62;350;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;834;1111;lera;8.9;5548.4;1621.4;1964Thetis51;4061;;2.616666667;Thetis,1964,51;,;55.85;16.117;60;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.4;0.88
Thetis;52;1964-04-02;1964;4;1;184;5548;1621.2;6185787.731;1534178.55;Uppmätt;25E;ESE Utklippan U10;NA;62-65-66;;FALSE;62-66;400;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;1148;1452;lera;11.5;5545.2;1617.4;1964Thetis52;4061;;3.066666667;Thetis,1964,52;,;55.8;16.353;64;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.7;0.80
Thetis;53;1964-04-02;1964;4;1;180;5545.2;1617.4;6180563.209;1530243.289;Uppmätt;25E;ESE Utklippan U10;NA;66-60-64;;FALSE;66-60;400;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;1522;1822;lera;10;5545.9;1623.3;1964Thetis53;4061;;3;Thetis,1964,53;,;55.753;16.29;63;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.3;0.90
Thetis;54;1964-04-03;1964;4;1;189;5545.9;1623.3;6181909.256;1536405.871;Uppmätt;25E;ESE Utklippan, U 10;NA;63-69-72;;FALSE;63-72;400;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;548;857;lera;14;5541;1601.9;1964Thetis54;4061;;3.15;Thetis,1964,54;,;55.765;16.388;67.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;4.4;0.68
Thetis;55;1964-04-03;1964;4;1;171;5541;1601.9;6172688.074;1514049.862;Uppmätt;25E;SE Utklippan, U 10;NA;72-69-72;;FALSE;69-72;400;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;924;1215;lera;10.5;5541.5;1607;1964Thetis55;4061;;2.85;Thetis,1964,55;,;55.683;16.032;70.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.7;0.81
Thetis;56;1964-04-06;1964;4;1;147;5527.9;1605.8;6148398.156;1518238.883;Uppmätt;25E;SSE Utklippan;NA;83-81-86;;FALSE;81-86;500;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;933;1200;lera;9.2;5520.6;1606.1;1964Thetis56;3961;;2.45;Thetis,1964,56;,;55.465;16.097;83.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.8;0.80
Thetis;57;1964-04-06;1964;4;1;146;5520.6;1606.1;6134855.85;1518612.192;Uppmätt;25E;E Christiansö;NA;86-82-84;;FALSE;82-86;500;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;1229;1525;lera;11.8;5525.5;1606.8;1964Thetis57;3961;;2.433333333;Thetis,1964,57;,;55.343;16.102;84;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;4.8;0.62
Thetis;58;1964-04-06;1964;4;1;168;5525.5;1606.8;6143949.925;1519312.473;Uppmätt;25E;ENE Christiansö;NA;84-76-74;;FALSE;74-84;450;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;1555;1843;lera;10;5532;1620.1;1964Thetis58;3961;;2.8;Thetis,1964,58;,;55.425;16.113;79;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.6;0.84
Thetis;59;1964-04-07;1964;4;1;172;5531.8;1621.2;6155731.079;1534414.664;Uppmätt;25E;ESE Utklippan, ENE Christiansö;NA;73-71-64;;FALSE;64-71;450;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;518;810;lera;10.8;5537.2;1637;1964Thetis59;4061;;2.866666667;Thetis,1964,59;,;55.53;16.353;68.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.8;0.80
Thetis;60;1964-04-07;1964;4;1;185;5537.8;1638.1;6167038.305;1552066.149;Uppmätt;25E;ESE Utklippan, ENE Christiansö;NA;64-58;;FALSE;58-64;400;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;853;1200;lera;12.5;5540;1646.5;1964Thetis60;4061;;3.083333333;Thetis,1964,60;,;55.63;16.635;61;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;4.1;0.74
Thetis;61;1964-04-08;1964;4;1;160;5550.6;1624.3;6190638.445;1537376.781;Uppmätt;25E;E till S om Utklippan;NA;54-58-57;;FALSE;54-58;350;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;923;1203;lera;10;5550.2;1622.2;1964Thetis61;4061;;2.666666667;Thetis,1964,61;,;55.843;16.405;56;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.7;0.80
Thetis;62;1964-04-08;1964;4;1;180;5550.2;1622.2;6189877.945;1535190.54;Uppmätt;25E;E till S om Utklippan;NA;57-64-66;;FALSE;57-66;350;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;1230;1530;lera;10.5;5546.4;1606.5;1964Thetis62;4061;;3;Thetis,1964,62;,;55.837;16.37;61.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.5;0.86
Thetis;63;1964-04-08;1964;4;1;160;5546.4;1606.5;6182725.368;1518828.376;Uppmätt;25E;SE Utklippan;NA;66-71-73;;FALSE;66-73;400;;dem;80 fots KA-trål 90m svep, maskstorlek c. 90 mm ;;1557;1837;lera;9.3;5540;1553.8;1964Thetis63;4060;;2.666666667;Thetis,1964,63;,;55.773;16.108;69.5;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.5;0.86
Thetis;64;1964-04-09;1964;4;1;200;5540;1553.3;6170812.976;1505037.174;Uppmätt;25C;SSE Utklippan;NA;73-76-79;;FALSE;73-79;450;;dem;80 fots KA-trål med yttersäck 90m svep, maskstorlek 90 mm ;;510;830;lera;12;5531.6;1541;1964Thetis64;4060;;3.333333333;Thetis,1964,64;,;55.667;15.888;76;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.6;0.83
Thetis;65;1964-04-09;1964;4;1;182;5530;1542.5;6152261.063;1493684.699;Uppmätt;25C;ENE Christiansö;NA;82-90-86;;FALSE;82-90;450;;dem;80 fots KA-trål med yttersäck 90m svep, maskstorlek 90 mm ;;913;1215;lera;10.3;5528.8;1559.8;1964Thetis65;3960;;3.033333333;Thetis,1964,65;,;55.5;15.708;86;62.96011456;1964;206.5620557;16.33728;80;46.62283456;152.9620557;591;0.351317439;1.29;80 fots KA-trål 90m svep, maskstorlek c. 100 mm med ys 397 mask;3.4;0.88
Eystrasalt;14;1964-07-21;1964;7;2;120;5944.9;1957.2;6632623.943;1732919.628;Uppmätt;29;Ålandshav;NA;200;200;TRUE;>90;900;Bottentrål. Dimension: 50 fot. Maskstorlek: 26 mm. Svep: 35 f.;dem;Fisktrål;Fisktrål;10.20;12.20;Lera;6.5;;;1964 Eystrasalt B 5;4864;;2;Eystrasalt,1964,14;,;59.748;19.953;200;42.47601038;1963;139.3569894;10.2108;50;32.26521038;105.8569894;409;0.237016138;1.91;Bottentrål. Dimension: 50 fot. Maskstorlek: Eys silltrål. Svep: 35 famn.;3.3;0.92
Eystrasalt;15;1964-07-27;1964;7;2;15;5944.5;1954;6631695.999;1729971.075;Uppmätt;29;Ålandshav;NA;110;110;TRUE;>90;500;Bottentrål. Dimension: 50 fot. Maskstorlek: 26 mm. Svep: 35 f.;dem;Fisktrål;Fisktrål;15.50;16.05;Hård lera;1;;;1964 Eystrasalt B 6;4864;;0.25;Eystrasalt,1964,15;,;59.742;19.9;110;42.47601038;1963;139.3569894;10.2108;50;32.26521038;105.8569894;409;0.237016138;1.91;Bottentrål. Dimension: 50 fot. Maskstorlek: Eys silltrål. Svep: 35 famn.;4.0;0.75
Eystrasalt;12;1964-08-11;1964;11;2;60;6151.2;1831.5;6862854.357;1642987.867;Uppmätt;?;Bottenhavsbanken;NA;80;80;TRUE;31-90;500;Bottentrål. Dimension: 50 fot. Maskstorlek: 13 mm. Svep: 35 famn.;dem;Fisktrål;Fisktrål;5.45;6.45;Lera;;;;1964 Eystrasalt 12;?;Ofullständigt mätt fångst.;1;Eystrasalt,1964,12;,;61.853;18.525;80;42.47601038;1963;139.3569894;10.2108;50;32.26521038;105.8569894;409;0.237016138;1.91;Bottentrål. Dimension: 50 fot. Maskstorlek: Eys silltrål. Svep: 35 famn.;2.7;1.11
Eystrasalt;13;1964-08-13;1964;8;2;60;6050;1835;6749406.191;1650887.689;Uppmätt;?;Syd V. Banken;NA;60;60;TRUE;31-90;300;Bottentrål. Dimension: 50 fot. Maskstorlek: 13 mm. Svep: 35 famn.;dem;Fisktrål;Fisktrål;12.10;13.10;Lera;;;;1964 Eystrasalt 13;?;Ofullständigt mätt fångst.;1;Eystrasalt,1964,13;,;60.833;18.583;60;42.47601038;1963;139.3569894;10.2108;50;32.26521038;105.8569894;409;0.237016138;1.91;Bottentrål. Dimension: 50 fot. Maskstorlek: Eys silltrål. Svep: 35 famn.;2.7;1.11
Thetis;82;1964-09-07;1964;9;2;77;5546;1554.4;6181946.823;1506174.93;Uppmätt;25C;SE Utklippan;NA;63-66;;FALSE;63-66;400;FISKTRÅL;dem; 70 fots Fisktrål , 82 m svep, skarpsillstrut;;851;1008;lera;4;5545.5;1601.3;1964Thetis82;4060;;1.283333333;Thetis,1964,82;,;55.767;15.907;64.5;56.73688818;1964;186.1446463;14.29512;70;42.44176818;139.2446463;538;0.316591836;1.43;new;3.1;0.96
Thetis;83;1964-09-07;1964;9;2;76;5525.7;1610;6144337.08;1522686.976;Uppmätt;25E;E Christiansö;NA;80-81;;FALSE;80-81;500;FISKTRÅL;dem; 70 fots Fisktrål , 82 m svep, skarpsillstrut;;1324;1440;lera;4.8;5521.3;1607.2;1964Thetis83;3961;;1.266666667;Thetis,1964,83;,;55.428;16.167;80.5;56.73688818;1964;186.1446463;14.29512;70;42.44176818;139.2446463;538;0.316591836;1.43;new;3.8;0.79
Thetis;84;1964-09-08;1964;9;2;90;5453.1;1529.5;6083844.249;1479683.367;Uppmätt;25S;SE Dueodde;NA;76-74-73;;FALSE;73-76;450;FISKTRÅL;dem; 70 fots Fisktrål , 82 m svep, skarpsillstrut;;707;837;lera;5.1;5450.6;1523;1964Thetis84;3860;;1.5;Thetis,1964,84;,;54.885;15.492;74.5;56.73688818;1964;186.1446463;14.29512;70;42.44176818;139.2446463;538;0.316591836;1.43;new;3.4;0.88
Thetis;85;1964-09-08;1964;9;2;90;5450.6;1523;6079243.253;1472703.628;Uppmätt;25S;SE Dueodde;NA;74-70;;FALSE;70-74;400;FISKTRÅL;dem; 70 fots Fisktrål , 82 m svep, skarpsillstrut;;937;1107;lera;4.5;5450.8;1517.6;1964Thetis85;3860;;1.5;Thetis,1964,85;,;54.843;15.383;72;56.73688818;1964;186.1446463;14.29512;70;42.44176818;139.2446463;538;0.316591836;1.43;new;3.0;1.00
Thetis;88;1964-09-10;1964;9;2;90;5500.4;1404;6098728.387;1388585.133;Uppmätt;24;W Rönne, Y18;NA;48-47;;FALSE;47-48;300;FISKTRÅL;dem; 70 fots Fisktrål , 82 m svep, skarpsillstrut;;850;1020;lera;4.9;5501.3;1355.5;1964Thetis88;3958;;1.5;Thetis,1964,88;,;55.007;14.067;47.5;56.73688818;1964;186.1446463;14.29512;70;42.44176818;139.2446463;538;0.316591836;1.43;new;3.3;0.92
Thetis;89;1964-09-10;1964;9;2;60;5454.3;1317.3;6088933.005;1338395.031;Uppmätt;24;SSE Trelleborg, Y 15;NA;46-47;;FALSE;46-47;250;FISKTRÅL;dem; 70 fots Fisktrål , 82 m svep, skarpsillstrut;;1347;1447;lera;3.5;5457.5;1314.8;1964Thetis89;3858;;1;Thetis,1964,89;,;54.905;13.288;46.5;56.73688818;1964;186.1446463;14.29512;70;42.44176818;139.2446463;538;0.316591836;1.43;new;3.5;0.86
